locus_tag	ftype	length_bp	gene	EC_number	COG	product
EIEOCHKN_01396	CDS	936	pyrDA	1.3.98.1	COG0167	Dihydroorotate dehydrogenase A (fumarate)
EIEOCHKN_01397	CDS	648				hypothetical protein
EIEOCHKN_01398	CDS	561	efp			Elongation factor P
EIEOCHKN_01399	CDS	138				hypothetical protein
EIEOCHKN_01400	CDS	918	cysM	2.5.1.47	COG0031	Cysteine synthase
EIEOCHKN_01401	CDS	1137	metC	4.4.1.13	COG0626	Cystathionine beta-lyase
EIEOCHKN_01402	CDS	1431	bglA_2	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglA
EIEOCHKN_01403	CDS	1335	gmuC		COG1455	PTS system oligo-beta-mannoside-specific EIIC component
EIEOCHKN_01404	CDS	762	murR			HTH-type transcriptional regulator MurR
EIEOCHKN_01405	CDS	543	yyaP		COG0262	putative protein YyaP
EIEOCHKN_01406	CDS	1368	ntpJ_2			Potassium/sodium uptake protein NtpJ
EIEOCHKN_01407	CDS	1164	napA_2			Na(+)/H(+) antiporter
EIEOCHKN_01408	CDS	441	copY			Transcriptional repressor CopY
EIEOCHKN_01409	CDS	2487	copA	7.2.2.8		Copper-exporting P-type ATPase
EIEOCHKN_01410	CDS	207				hypothetical protein
EIEOCHKN_01411	CDS	1371				hypothetical protein
EIEOCHKN_01412	CDS	390				hypothetical protein
EIEOCHKN_01413	CDS	1329	pepC	3.4.22.40	COG3579	Aminopeptidase C
EIEOCHKN_01414	CDS	621				hypothetical protein
EIEOCHKN_01415	CDS	975	mhqA_2	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
EIEOCHKN_01416	CDS	336	gdnC		COG2076	putative guanidinium efflux system subunit GdnC
EIEOCHKN_01417	CDS	312	gdnD		COG2076	putative guanidinium efflux system subunit GdnD
EIEOCHKN_01418	CDS	1047		3.2.1.14	COG3469	Chitinase
EIEOCHKN_01419	CDS	585		1.14.99.53	COG3397	Lytic chitin monooxygenase
EIEOCHKN_01420	CDS	735				hypothetical protein
EIEOCHKN_01421	CDS	834				hypothetical protein
EIEOCHKN_01422	CDS	537				hypothetical protein
EIEOCHKN_01423	CDS	1353	yclM	2.7.2.4	COG0527	Aspartokinase 3
EIEOCHKN_01424	CDS	687	gph_2	3.1.3.18		Phosphoglycolate phosphatase
EIEOCHKN_01425	CDS	1737	ezrA		COG4477	Septation ring formation regulator EzrA
EIEOCHKN_01426	CDS	1146	iscS_2	2.8.1.7	COG1104	Cysteine desulfurase IscS
EIEOCHKN_01427	CDS	693	srrA_2		COG0745	Transcriptional regulatory protein SrrA
EIEOCHKN_01428	CDS	1482	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
EIEOCHKN_01429	CDS	978				hypothetical protein
EIEOCHKN_01430	CDS	966				hypothetical protein
EIEOCHKN_01431	CDS	1044				hypothetical protein
EIEOCHKN_01432	CDS	804				hypothetical protein
EIEOCHKN_01433	CDS	1212	dadD_1	3.5.4.31		5'-deoxyadenosine deaminase
EIEOCHKN_01434	CDS	420				hypothetical protein
EIEOCHKN_01435	CDS	240				hypothetical protein
EIEOCHKN_01436	CDS	813	aes_1	3.1.1.-		Acetyl esterase
EIEOCHKN_01437	CDS	1593	pucR_1		COG2508	Purine catabolism regulatory protein
EIEOCHKN_01438	CDS	3012				hypothetical protein
EIEOCHKN_01439	CDS	834				hypothetical protein
EIEOCHKN_01440	CDS	1254	exuT			Hexuronate transporter
EIEOCHKN_01441	CDS	939	arcC1_2	2.7.2.2		Carbamate kinase 1
EIEOCHKN_01442	CDS	1221	gltP		COG1301	Proton/glutamate-aspartate symporter
EIEOCHKN_01443	CDS	1062	allD	1.1.1.350	COG2055	Ureidoglycolate dehydrogenase (NAD(+))
EIEOCHKN_01444	CDS	1356				hypothetical protein
EIEOCHKN_01445	CDS	1224	atzC_1	3.5.4.42		N-isopropylammelide isopropyl amidohydrolase
EIEOCHKN_01446	CDS	2295				hypothetical protein
EIEOCHKN_01447	CDS	1368				hypothetical protein
EIEOCHKN_01448	CDS	1128	metE	2.1.1.14		5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
EIEOCHKN_01449	CDS	1185				hypothetical protein
EIEOCHKN_01450	CDS	516				hypothetical protein
EIEOCHKN_01451	CDS	687				hypothetical protein
EIEOCHKN_01452	CDS	945				hypothetical protein
EIEOCHKN_01453	CDS	642	pcp	3.4.19.3		Pyrrolidone-carboxylate peptidase
EIEOCHKN_01454	CDS	1404	nhaC		COG1757	Na(+)/H(+) antiporter NhaC
EIEOCHKN_01455	CDS	435	slyA_2			Transcriptional regulator SlyA
EIEOCHKN_01456	CDS	636	yodC	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YodC
EIEOCHKN_01457	CDS	834	yidA_1	3.1.3.23	COG0561	Sugar phosphatase YidA
EIEOCHKN_01458	CDS	1743				hypothetical protein
EIEOCHKN_01459	CDS	2034	mtlR			Transcriptional regulator MtlR
EIEOCHKN_01460	CDS	435	mtlF_1		COG2213	Mannitol-specific phosphotransferase enzyme IIA component
EIEOCHKN_01461	CDS	1773				hypothetical protein
EIEOCHKN_01462	CDS	438	mtlF_2		COG2213	Mannitol-specific phosphotransferase enzyme IIA component
EIEOCHKN_01463	CDS	1155	mtlD	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
EIEOCHKN_01464	CDS	1116	mnmC	2.1.1.61		tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
EIEOCHKN_01465	CDS	639				hypothetical protein
EIEOCHKN_01466	CDS	1179				hypothetical protein
EIEOCHKN_01467	CDS	711	yknY_2	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
EIEOCHKN_01468	CDS	1230	macB_1	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
EIEOCHKN_01469	CDS	705				hypothetical protein
EIEOCHKN_01470	CDS	1476	emrB_2			Multidrug export protein EmrB
EIEOCHKN_01471	CDS	468				hypothetical protein
EIEOCHKN_01472	CDS	753	kdgR		COG1414	Transcriptional regulator KdgR
EIEOCHKN_01473	CDS	648	kdgA		COG0800	KHG/KDPG aldolase
EIEOCHKN_01474	CDS	1008	kdgK	2.7.1.45		2-dehydro-3-deoxygluconokinase
EIEOCHKN_01475	CDS	840	kduI1	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase 1
EIEOCHKN_01476	CDS	789	kduD	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
EIEOCHKN_01477	CDS	1107	yesR	3.2.1.172	COG4225	Unsaturated rhamnogalacturonyl hydrolase YesR
EIEOCHKN_01478	CDS	1008	dctP		COG1638	Solute-binding protein
EIEOCHKN_01479	CDS	477	siaT		COG1593	Sialic acid TRAP transporter permease protein SiaT
EIEOCHKN_01480	CDS	1296	dctM		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
EIEOCHKN_01481	CDS	873	rhaR_4			HTH-type transcriptional activator RhaR
EIEOCHKN_01482	CDS	1485	rhaB	2.7.1.5		Rhamnulokinase
EIEOCHKN_01483	CDS	1287	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
EIEOCHKN_01484	CDS	849	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
EIEOCHKN_01485	CDS	312	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
EIEOCHKN_01486	CDS	921	rhaR_5			HTH-type transcriptional activator RhaR
EIEOCHKN_01487	CDS	837	iolE_2	4.2.1.44		Inosose dehydratase
EIEOCHKN_01488	CDS	201				hypothetical protein
EIEOCHKN_01489	CDS	1482	dtpT		COG3104	Di-/tripeptide transporter
EIEOCHKN_01490	CDS	600				hypothetical protein
EIEOCHKN_01491	CDS	816	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
EIEOCHKN_01492	CDS	1518	menE_1	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
EIEOCHKN_01493	CDS	1368	menF	5.4.4.2		Isochorismate synthase MenF
EIEOCHKN_01494	CDS	1734	menD	2.2.1.9		2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
EIEOCHKN_01495	CDS	825	menH_3	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
EIEOCHKN_01496	CDS	1110	menC	4.2.1.113	COG4948	o-succinylbenzoate synthase
EIEOCHKN_01497	CDS	372				hypothetical protein
EIEOCHKN_01498	CDS	441				hypothetical protein
EIEOCHKN_01499	CDS	1527	menE_2	6.2.1.26		2-succinylbenzoate--CoA ligase
EIEOCHKN_01500	CDS	402	ohrA		COG1764	Organic hydroperoxide resistance protein OhrA
EIEOCHKN_01501	CDS	780				hypothetical protein
EIEOCHKN_01502	CDS	795	sorA_1		COG3715	PTS system sorbose-specific EIIC component
EIEOCHKN_01503	CDS	819	manZ_4		COG3716	PTS system mannose-specific EIID component
EIEOCHKN_01504	CDS	477	sorB_2	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
EIEOCHKN_01505	CDS	852	ybbH_2		COG1737	putative HTH-type transcriptional regulator YbbH
EIEOCHKN_01506	CDS	891	murQ_2	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
EIEOCHKN_01507	CDS	990	yfeW_2	3.4.16.4		Putative D-alanyl-D-alanine carboxypeptidase
EIEOCHKN_01508	CDS	420	sorF		COG2893	PTS system sorbose-specific EIIA component
EIEOCHKN_01509	CDS	810				hypothetical protein
EIEOCHKN_01510	CDS	609	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
EIEOCHKN_01511	CDS	981	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
EIEOCHKN_01512	CDS	1209	tagU_4	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
EIEOCHKN_01513	CDS	702	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
EIEOCHKN_01514	CDS	702	sapB_1		COG1285	Protein SapB
EIEOCHKN_01515	CDS	570	lemA		COG1704	Protein LemA
EIEOCHKN_01516	CDS	1287				hypothetical protein
EIEOCHKN_01517	CDS	966	nrdF2	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta nrdF2
EIEOCHKN_01518	CDS	2160	nrdE2	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha 2
EIEOCHKN_01519	CDS	378	nrdI		COG1780	Protein NrdI
EIEOCHKN_01520	CDS	225	nrdH		COG0695	Glutaredoxin-like protein NrdH
EIEOCHKN_01521	CDS	474				hypothetical protein
EIEOCHKN_01522	CDS	2151	feoB		COG0370	Fe(2+) transporter FeoB
EIEOCHKN_01523	CDS	138				hypothetical protein
EIEOCHKN_01524	CDS	1170	xerC_4			Tyrosine recombinase XerC
EIEOCHKN_01525	CDS	231				hypothetical protein
EIEOCHKN_01526	tRNA	75				tRNA-Lys(ctt)
EIEOCHKN_01527	CDS	111				hypothetical protein
EIEOCHKN_01528	CDS	243				hypothetical protein
EIEOCHKN_01529	CDS	402	fliA			RNA polymerase sigma factor FliA
EIEOCHKN_01530	CDS	108				hypothetical protein
EIEOCHKN_01531	CDS	3891	asa1			Aggregation substance
EIEOCHKN_01532	CDS	321				hypothetical protein
EIEOCHKN_01533	CDS	858				hypothetical protein
EIEOCHKN_01534	CDS	891				hypothetical protein
EIEOCHKN_01535	CDS	435				hypothetical protein
EIEOCHKN_01536	CDS	228				hypothetical protein
EIEOCHKN_01537	CDS	297				hypothetical protein
EIEOCHKN_01538	CDS	801				hypothetical protein
EIEOCHKN_01539	CDS	342				hypothetical protein
EIEOCHKN_01540	CDS	2379				hypothetical protein
EIEOCHKN_01541	CDS	123				hypothetical protein
EIEOCHKN_01542	CDS	2421				hypothetical protein
EIEOCHKN_01543	CDS	606				hypothetical protein
EIEOCHKN_01544	CDS	246				hypothetical protein
EIEOCHKN_01545	CDS	609				hypothetical protein
EIEOCHKN_01546	CDS	753				hypothetical protein
EIEOCHKN_01547	CDS	564				hypothetical protein
EIEOCHKN_01548	CDS	1098				hypothetical protein
EIEOCHKN_01549	CDS	459	ssb_1		COG0629	Single-stranded DNA-binding protein
EIEOCHKN_01550	CDS	186				hypothetical protein
EIEOCHKN_01551	CDS	486				hypothetical protein
EIEOCHKN_01552	CDS	1830				hypothetical protein
EIEOCHKN_01553	CDS	2160				hypothetical protein
EIEOCHKN_01554	CDS	273				hypothetical protein
EIEOCHKN_01555	CDS	357				hypothetical protein
EIEOCHKN_01556	CDS	1686				hypothetical protein
EIEOCHKN_01557	CDS	351				hypothetical protein
EIEOCHKN_01558	CDS	420				hypothetical protein
EIEOCHKN_01559	CDS	246				hypothetical protein
EIEOCHKN_01560	CDS	1341				hypothetical protein
EIEOCHKN_01561	CDS	2103	lagD	3.4.22.-		Lactococcin-G-processing and transport ATP-binding protein LagD
EIEOCHKN_01562	CDS	1551				hypothetical protein
EIEOCHKN_01563	CDS	405				hypothetical protein
EIEOCHKN_01564	CDS	495				hypothetical protein
EIEOCHKN_01565	CDS	225				hypothetical protein
EIEOCHKN_01566	CDS	336				hypothetical protein
EIEOCHKN_01567	CDS	786				hypothetical protein
EIEOCHKN_01568	CDS	1209				hypothetical protein
EIEOCHKN_01569	CDS	1188				hypothetical protein
EIEOCHKN_01570	CDS	1788				hypothetical protein
EIEOCHKN_01571	CDS	870				hypothetical protein
EIEOCHKN_01572	CDS	1239				hypothetical protein
EIEOCHKN_01573	CDS	819	ybbH_3		COG1737	putative HTH-type transcriptional regulator YbbH
EIEOCHKN_01574	CDS	708	nanE_1	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
EIEOCHKN_01575	CDS	1503	glcB		COG2190	PTS system glucoside-specific EIICBA component
EIEOCHKN_01576	CDS	483	crr_2			PTS system glucose-specific EIIA component
EIEOCHKN_01577	CDS	765				hypothetical protein
EIEOCHKN_01578	CDS	1044				hypothetical protein
EIEOCHKN_01579	CDS	174	rpmF_1		COG0333	50S ribosomal protein L32
EIEOCHKN_01580	CDS	387				hypothetical protein
EIEOCHKN_01581	CDS	387				hypothetical protein
EIEOCHKN_01582	CDS	1071	amt			Ammonia channel
EIEOCHKN_01583	CDS	1134		1.-.-.-	COG0492	Putative flavoprotein monooxygenase
EIEOCHKN_01584	CDS	276				hypothetical protein
EIEOCHKN_01585	CDS	1167	nagC		COG1940	N-acetylglucosamine repressor
EIEOCHKN_01586	CDS	2067				hypothetical protein
EIEOCHKN_01587	CDS	786	sorA_2		COG3715	PTS system sorbose-specific EIIC component
EIEOCHKN_01588	CDS	819	manZ_5		COG3716	PTS system mannose-specific EIID component
EIEOCHKN_01589	CDS	483	manX_2	2.7.1.191		PTS system mannose-specific EIIAB component
EIEOCHKN_01590	CDS	408	manX_3	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
EIEOCHKN_01591	CDS	1308	xylA	5.3.1.5		Xylose isomerase
EIEOCHKN_01592	CDS	1491	xylB_1	2.7.1.17	COG1070	Xylulose kinase
EIEOCHKN_01593	CDS	1584	murJ_1		COG2244	Lipid II flippase MurJ
EIEOCHKN_01594	CDS	294				hypothetical protein
EIEOCHKN_01595	CDS	357				hypothetical protein
EIEOCHKN_01596	CDS	276				hypothetical protein
EIEOCHKN_01597	CDS	294				hypothetical protein
EIEOCHKN_01598	CDS	153				hypothetical protein
EIEOCHKN_01599	CDS	246				hypothetical protein
EIEOCHKN_01600	CDS	1677	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
EIEOCHKN_01601	CDS	2031	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
EIEOCHKN_01602	CDS	531	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
EIEOCHKN_01603	CDS	2571	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
EIEOCHKN_01604	CDS	690	kdpE		COG0745	Transcriptional regulatory protein KdpE
EIEOCHKN_01605	CDS	474	mntB_2			Manganese transport system membrane protein MntB
EIEOCHKN_01606	CDS	951	ssaB		COG0803	Manganese ABC transporter substrate-binding lipoprotein
EIEOCHKN_01607	CDS	234	mntR_1			HTH-type transcriptional regulator MntR
EIEOCHKN_01608	CDS	93				hypothetical protein
EIEOCHKN_01609	CDS	519				hypothetical protein
EIEOCHKN_01610	CDS	669				hypothetical protein
EIEOCHKN_01611	CDS	1416	ykoD_3	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
EIEOCHKN_01612	CDS	570				hypothetical protein
EIEOCHKN_01613	CDS	1755	btuD_9	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
EIEOCHKN_01614	CDS	1743	ndvA	7.5.2.3	COG1132	Beta-(1-->2)glucan export ATP-binding/permease protein NdvA
EIEOCHKN_01615	CDS	270	rpsN2_1		COG0199	Alternate 30S ribosomal protein S14
EIEOCHKN_01616	CDS	180	rpmF_2		COG0333	50S ribosomal protein L32
EIEOCHKN_01617	CDS	378				hypothetical protein
EIEOCHKN_01618	CDS	150	rpmGA_1			50S ribosomal protein L33 1
EIEOCHKN_01619	CDS	1551				hypothetical protein
EIEOCHKN_01620	CDS	1959				hypothetical protein
EIEOCHKN_01621	CDS	357				hypothetical protein
EIEOCHKN_01622	CDS	396				hypothetical protein
EIEOCHKN_01623	CDS	423				IS1182 family transposase IS663
EIEOCHKN_01624	CDS	708	ulaR			HTH-type transcriptional regulator UlaR
EIEOCHKN_01625	CDS	1401				hypothetical protein
EIEOCHKN_01626	CDS	651	tmung	3.2.2.27	COG1573	Type-4 uracil-DNA glycosylase
EIEOCHKN_01627	CDS	1341	mepA		COG0534	Multidrug export protein MepA
EIEOCHKN_01628	CDS	1809				hypothetical protein
EIEOCHKN_01629	CDS	510				hypothetical protein
EIEOCHKN_01630	CDS	729			COG0217	putative transcriptional regulatory protein
EIEOCHKN_01631	CDS	459				hypothetical protein
EIEOCHKN_01632	CDS	174				hypothetical protein
EIEOCHKN_01633	CDS	975	mhqA_3	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
EIEOCHKN_01634	CDS	573	mhqD_2	3.1.-.-	COG0400	Putative hydrolase MhqD
EIEOCHKN_01635	CDS	1527	murE	6.3.2.7	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase
EIEOCHKN_01636	CDS	1650	murJ_2		COG2244	Lipid II flippase MurJ
EIEOCHKN_01637	CDS	735	rsuA_1	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
EIEOCHKN_01638	CDS	1416	pepV_2	3.4.13.-		Beta-Ala-Xaa dipeptidase
EIEOCHKN_01639	CDS	234				hypothetical protein
EIEOCHKN_01640	CDS	1020				hypothetical protein
EIEOCHKN_01641	CDS	954	opuCA_1		COG1125	Glycine betaine/carnitine/choline transport ATP-binding protein OpuCA
EIEOCHKN_01642	CDS	1518				hypothetical protein
EIEOCHKN_01643	CDS	456	argR_1			Arginine repressor
EIEOCHKN_01644	CDS	1509	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
EIEOCHKN_01645	CDS	543				hypothetical protein
EIEOCHKN_01646	CDS	864				hypothetical protein
EIEOCHKN_01647	CDS	2187	pbpF		COG0744	Penicillin-binding protein 1F
EIEOCHKN_01648	CDS	342				hypothetical protein
EIEOCHKN_01649	CDS	1236	cpdA	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
EIEOCHKN_01650	CDS	2712	yhaN		COG4717	putative protein YhaN
EIEOCHKN_01651	CDS	945	yhaM	3.1.-.-	COG3481	3'-5' exoribonuclease YhaM
EIEOCHKN_01652	CDS	1029	prsA	5.2.1.8		Foldase protein PrsA
EIEOCHKN_01653	CDS	345				hypothetical protein
EIEOCHKN_01654	CDS	426	hit		COG0537	Protein hit
EIEOCHKN_01655	CDS	738	ecsA		COG1131	ABC-type transporter ATP-binding protein EcsA
EIEOCHKN_01656	CDS	1212				hypothetical protein
EIEOCHKN_01657	CDS	780	thiK	2.7.1.89		Thiamine kinase
EIEOCHKN_01658	CDS	645	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
EIEOCHKN_01659	CDS	747	ybbH_4		COG1737	putative HTH-type transcriptional regulator YbbH
EIEOCHKN_01660	CDS	927	pfkB	2.7.1.11	COG1105	ATP-dependent 6-phosphofructokinase isozyme 2
EIEOCHKN_01661	CDS	1419	fruA_2		COG1299	PTS system fructose-specific EIIABC component
EIEOCHKN_01662	CDS	462	mngA		COG1299	PTS system 2-O-alpha-mannosyl-D-glycerate-specific EIIABC component
EIEOCHKN_01663	CDS	978	lacD_2	4.1.2.40		Tagatose 1,6-diphosphate aldolase
EIEOCHKN_01664	CDS	534				hypothetical protein
EIEOCHKN_01665	CDS	432		2.3.1.-		Acetyltransferase
EIEOCHKN_01666	CDS	1146				hypothetical protein
EIEOCHKN_01667	CDS	903				hypothetical protein
EIEOCHKN_01668	CDS	441				hypothetical protein
EIEOCHKN_01669	CDS	1575	prfC			Peptide chain release factor 3
EIEOCHKN_01670	CDS	906	xerC_5		COG4973	Tyrosine recombinase XerC
EIEOCHKN_01671	CDS	1155				hypothetical protein
EIEOCHKN_01672	CDS	762				hypothetical protein
EIEOCHKN_01673	CDS	297				hypothetical protein
EIEOCHKN_01674	CDS	1752				hypothetical protein
EIEOCHKN_01675	CDS	495				hypothetical protein
EIEOCHKN_01676	CDS	519				hypothetical protein
EIEOCHKN_01677	CDS	195				hypothetical protein
EIEOCHKN_01678	CDS	1182	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
EIEOCHKN_01679	CDS	285				hypothetical protein
EIEOCHKN_01680	CDS	162				hypothetical protein
EIEOCHKN_01681	CDS	444				hypothetical protein
EIEOCHKN_01682	CDS	648				hypothetical protein
EIEOCHKN_01683	CDS	1071				hypothetical protein
EIEOCHKN_01684	CDS	315				hypothetical protein
EIEOCHKN_01685	CDS	2241	clpE		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpE
EIEOCHKN_01686	CDS	192				hypothetical protein
EIEOCHKN_01687	CDS	267	ptsH		COG1925	Phosphocarrier protein HPr
EIEOCHKN_01688	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
EIEOCHKN_01689	CDS	1035				hypothetical protein
EIEOCHKN_01690	CDS	738				hypothetical protein
EIEOCHKN_01691	CDS	2286				hypothetical protein
EIEOCHKN_01692	CDS	1284	tig	5.2.1.8	COG0544	Trigger factor
EIEOCHKN_01693	CDS	663				hypothetical protein
EIEOCHKN_01694	CDS	1923	fruA_3		COG1299	PTS system fructose-specific EIIABC component
EIEOCHKN_01695	CDS	918	lacC_2	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
EIEOCHKN_01696	CDS	753	srlR		COG1349	Glucitol operon repressor
EIEOCHKN_01697	CDS	1560	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA
EIEOCHKN_01698	CDS	2259	pcrA	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
EIEOCHKN_01699	CDS	2031	ligA	6.5.1.2	COG0272	DNA ligase
EIEOCHKN_01700	CDS	306	gatC_2	6.3.5.-		Glutamyl-tRNA(Gln) amidotransferase subunit C
EIEOCHKN_01701	CDS	1470	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
EIEOCHKN_01702	CDS	1431	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
EIEOCHKN_01703	CDS	1089	dagK	2.7.1.107	COG1597	Diacylglycerol kinase
EIEOCHKN_01704	CDS	1374	rlmCD_2	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
EIEOCHKN_01705	CDS	129				hypothetical protein
EIEOCHKN_01706	CDS	318				hypothetical protein
EIEOCHKN_01707	CDS	966	malT			HTH-type transcriptional regulator MalT
EIEOCHKN_01708	CDS	1020	ptcA	2.1.3.6	COG0078	Putrescine carbamoyltransferase
EIEOCHKN_01709	CDS	1377	gadC		COG0531	putative glutamate/gamma-aminobutyrate antiporter
EIEOCHKN_01710	CDS	1098	aguA	3.5.3.12	COG2957	Putative agmatine deiminase
EIEOCHKN_01711	CDS	930	arcC1_3	2.7.2.2		Carbamate kinase 1
EIEOCHKN_01712	CDS	1587	QRSL1_1	6.3.5.7		Glutamyl-tRNA(Gln) amidotransferase subunit A, chloroplastic/mitochondrial
EIEOCHKN_01713	CDS	699	pnuC		COG3201	Nicotinamide riboside transporter PnuC
EIEOCHKN_01714	CDS	639		2.7.1.113	COG1428	Deoxyguanosine kinase
EIEOCHKN_01715	CDS	432				hypothetical protein
EIEOCHKN_01716	CDS	387				hypothetical protein
EIEOCHKN_01717	CDS	336				hypothetical protein
EIEOCHKN_01718	CDS	1392	tcyP		COG1823	L-cystine uptake protein TcyP
EIEOCHKN_01719	CDS	381				hypothetical protein
EIEOCHKN_01720	CDS	1167	dap	3.4.11.19		D-aminopeptidase
EIEOCHKN_01721	CDS	711				hypothetical protein
EIEOCHKN_01722	CDS	951				hypothetical protein
EIEOCHKN_01723	CDS	339				hypothetical protein
EIEOCHKN_01724	CDS	732				hypothetical protein
EIEOCHKN_01725	CDS	780				hypothetical protein
EIEOCHKN_01726	CDS	2100				hypothetical protein
EIEOCHKN_01727	CDS	741				hypothetical protein
EIEOCHKN_01728	CDS	1095				hypothetical protein
EIEOCHKN_01729	CDS	450				hypothetical protein
EIEOCHKN_01730	CDS	1449				hypothetical protein
EIEOCHKN_01731	CDS	1905	zosA_2	3.6.3.-	COG2217	Zinc-transporting ATPase
EIEOCHKN_01732	CDS	720	sapB_2		COG1285	Protein SapB
EIEOCHKN_01733	CDS	738	glnQ_2			Glutamine transport ATP-binding protein GlnQ
EIEOCHKN_01734	CDS	2169	mltF_1	4.2.2.-		Membrane-bound lytic murein transglycosylase F
EIEOCHKN_01735	CDS	1998	uvrB		COG0556	UvrABC system protein B
EIEOCHKN_01736	CDS	2820	uvrA_1			UvrABC system protein A
EIEOCHKN_01737	CDS	795				hypothetical protein
EIEOCHKN_01738	CDS	888	yvcJ		COG1660	Nucleotide-binding protein YvcJ
EIEOCHKN_01739	CDS	996			COG0391	Putative gluconeogenesis factor
EIEOCHKN_01740	CDS	936	whiA		COG1481	putative cell division protein WhiA
EIEOCHKN_01741	CDS	924				hypothetical protein
EIEOCHKN_01742	CDS	519				hypothetical protein
EIEOCHKN_01743	CDS	594	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
EIEOCHKN_01744	CDS	519				hypothetical protein
EIEOCHKN_01745	CDS	405				hypothetical protein
EIEOCHKN_01746	CDS	990				hypothetical protein
EIEOCHKN_01747	CDS	384				hypothetical protein
EIEOCHKN_01748	CDS	510				hypothetical protein
EIEOCHKN_01749	CDS	1788				hypothetical protein
EIEOCHKN_01750	CDS	408				hypothetical protein
EIEOCHKN_01751	CDS	201	cspL		COG1278	Cold shock protein 2
EIEOCHKN_01752	CDS	117				hypothetical protein
EIEOCHKN_01753	tRNA	74				tRNA-Arg(ccg)
EIEOCHKN_01754	CDS	1332	rpoN1		COG1508	RNA polymerase sigma-54 factor 1
EIEOCHKN_01755	CDS	1878	oatA	2.3.1.-		O-acetyltransferase OatA
EIEOCHKN_01756	CDS	1185	metK	2.5.1.6		S-adenosylmethionine synthase
EIEOCHKN_01757	CDS	1467	bmr3			Multidrug resistance protein 3
EIEOCHKN_01758	CDS	792				hypothetical protein
EIEOCHKN_01759	CDS	663	slmA_1			Nucleoid occlusion factor SlmA
EIEOCHKN_01760	CDS	1716			COG1132	putative ABC transporter ATP-binding protein
